Frase,Autor,Cat1,Cat2,Cat3,Cat4
"La democracia necesita de la virtud, si no quiere ir contra todo lo que pretende defender y estimular.",Juan Pablo II (1920-2005) Papa de la iglesia católica.,SOCIEDAD,POLÍTICA,DEMOCRACIA,
La buena conciencia sirve de almohada.,John Ray (1627-1705) Naturalista británico.,MISCELÁNEA,CLASE,,
"Amad a esta Iglesia, permaneced en esta Iglesia, sed vosotros esta Iglesia.",San Agustín (354-430) Obispo y filósofo.,MISCELÁNEA,ACCIÓN,,
Quien no trabaja no descansa.,"Thomas Carlyle (1795-1881) Historiador, pensador y ensayista inglés.",MISCELÁNEA,DESCUBRIMIENTO,,
Todo lo que no es eterno está eternamente pasado de moda.,Clive Staples Lewis (1898-1963) Escritor británico.,SOCIEDAD,POLÍTICA,,
El hombre es un ser social cuya inteligencia exige para excitarse el rumor de la colmena.,Santiago Ramón y Cajal (1852-1934) Médico español.,SOCIEDAD,POLÍTICA,,
Aprovecha la oportunidad en todas las cosas; no hay mérito mayor.,Píndaro (521 AC-441 AC) Poeta griego,SOCIEDAD,POLÍTICA,,
"La verdad padece, pero no perece.",Santa Teresa de Jesús (1515-1582) Escritora mística española.,SOCIEDAD,POLÍTICA,,
La indiferencia del mexicano ante la muerte se nutre de su indiferencia ante la vida.,Octavio Paz (1914-1998) Poeta y ensayista mexicano.,SOCIEDAD,POLÍTICA,,
La sabiduría de los sabios y la experiencia de los siglos pueden conservarse en las citas.,Benjamin Disraeli (1804-1881) Estadista ingles.,MISCELÁNEA,SIMPATÍA,,
La sangre joven no obedece un viejo mandato.,William Shakespeare (1564-1616) Escritor británico.,NATURALEZA,VIDA,,
El dinero se llora con un pesar más profundo que a los amigos o a los parientes.,Juvenal (67-127) Poeta satírico romano.,ARTE,OBRAS DE ARTE,,
El secreto de no hacerse fastidioso consiste en saber cuando detenerse.,Voltaire (1694-1778) Filósofo y escritor francés.,CUALIDADES,VIRTUD,,
No hay nada inaccesible a los mortales.,Horacio (65 AC-8 AC) Poeta latino.,NATURALEZA,VIDA,,
"A veces los pensamientos nos consuelan de las cosas, y los libros de las personas.",Joseph Joubert (1754-1824) Ensayista y moralista francés.,ARTE,LITERATURA,ESCRITOR,
"Ciertamente, es agradable ver estampado el propio nombre; un libro es siempre un libro, aunque no contenga nada.",Lord Byron (1788-1824) Poeta británico.,CUALIDADES,EXPERIENCIA,,
"Las pasiones alteran momentáneamente la índole de los hombres, pero no la destruyen.","Gaspar Melchor de Jovellanos (1744-1811) Literato, economista y político español.",CUALIDADES,INTELIGENCIA,,
Nada necesita tanto una reforma como las costumbres ajenas.,Mark Twain (1835-1910) Escritor y periodista estadounidense.,MISCELÁNEA,EXCESOS,,
El hombre sigue siendo la mayor computadora.,John Fitzgerald Kennedy (1917-1963) Político estadounidense.,MISCELÁNEA,,,
Una vida bien escrita es casi tan rara como una vida bien vivida.,"Thomas Carlyle (1795-1881) Historiador, pensador y ensayista inglés.",NATURALEZA,,,
Nadie es tan joven que no pueda morir hoy.,Francesco Petrarca (1304-1374) Poeta italiano.,MISCELÁNEA,,,
El corazón es lo primero que vive en la estructura del animal y lo último que muere. En él tiene su comienzo y su término la vida.,Juan Luis Vives (1492-1540) Humanista y filósofo español.,MISCELÁNEA,CAMBIO,,
La historia es la ciencia de lo que nunca sucede dos veces.,Paul Valéry (1871-1945) Escritor francés.,PENSAMIENTO Y RAZÓN,IDEAS,,
Cuando alguien asume un cargo público debe considerarse a sí mismo como propiedad pública.,Thomas Jefferson (1743-1826) Político Estadounidense.,MISCELÁNEA,PRÁCTICA,,
La misión de lo políticos no es la de gustar a todo el mundo.,Margaret Thatcher (1925-2013) Ex-primer ministro de Inglaterra.,TIEMPO,,,
Gobernar dentro de un régimen democrático sería mucho más fácil si no hubiera que ganar constantemente elecciones.,Georges Clemenceau (1841-1929) Político y periodista francés.,SOCIEDAD,GUERRA,,
La peor clase es la que consta de un solo hombre.,George Bernard Shaw (1856-1950) Escritor irlandés.,MISCELÁNEA,VICTORIA,VENCER,
El error es a veces más generador de acción que la verdad.,Gustave Le Bon (1841-1931) Psicólogo francés.,PENSAMIENTO Y RAZÓN,MEMORIA,,
Ningún descubrimiento se haría ya si nos contentásemos con lo que sabemos.,Séneca (2 AC-65) Filósofo latino.,SOCIEDAD,OPINIÓN PÚBLICA,,
"La política no es una ciencia exacta, sino un arte.",Otto von Bismark (1815-1898) Político alemán.,PENSAMIENTO Y RAZÓN,VERDAD,,
No se puede progresar hacia la felicidad por medio de la acción política.,Frederic Burrhus Skinner (1904-1990) Psicólogo estadounidense.,PENSAMIENTO Y RAZÓN,PENSAMIENTO,,
La política depende de los políticos como el tiempo depende de los astrónomos.,Remy de Gourmont (1858-1915) Novelista francés.,PENSAMIENTO Y RAZÓN,VERDAD,,
La política es el arte de los incapaces de triunfar en privado.,Jose Luis de Villalonga (1920-2007) Actor y escritor español.,PENSAMIENTO Y RAZÓN,VERDAD,,
Nadie puede adoptar la política como profesión y seguir siendo honrado.,Louis McHenry Howe (1871-1936) Político estadounidense.,SOCIEDAD,DINERO,RIQUEZA,
Siempre es simpático el que triunfa.,Pío Baroja (1872-1956) Escritor español.,SENTIMIENTOS,INSATISFACCIÓN,,
No se puede tener otra tarea en cuanto a la vida que la de conservarla hasta morir.,Johann August Strindberg (1849-1912) Escritor sueco.,SOCIEDAD,MORAL,,
Todas las obras de arte deben empezar por el final.,Edgar Allan Poe (1809-1849) Escritor estadounidense.,MISCELÁNEA,POLÉMICA,,
"La virtud, no por estar de moda, deja de ser virtud.",Jean de la Bruyere (1645-1696) Escritor francés.,DEFECTOS,DEBILIDAD,,
La vida es un zoo en una jungla.,Peter de Vries (1910-1993) Editor y novelista estadounidense.,TIEMPO,PASADO,,
La gloria o el mérito de algunos hombres es escribir bien; la de otros no escribir nada.,Jean de la Bruyere (1645-1696) Escritor francés.,CUALIDADES,CONSTANCIA,,
"La experiencia no consiste en lo que se ha vivido, sino en lo que se ha reflexionado.",Jose María de Pereda (1833-1906) Escritor español.,MISCELÁNEA,FUERZAS,,
Sólo la inteligencia se examina a sí misma.,Jaime Luciano Balmes (1810-1848) Filósofo y sacerdote español.,CIENCIAS,CONOCIMIENTO,,
El exceso es el veneno de la razón.,Francisco de Quevedo (1580-1645) Escritor español.,NATURALEZA,VIDA,VIVIR,
La evidencia es la más decisiva demostración.,"Cicerón (106 AC-43 AC) Escritor, orador y político romano.",MISCELÁNEA,OBRA,,
"La naturaleza quiere que la amistad sea auxiliadora de virtudes, mas no compañera de vicios.","Cicerón (106 AC-43 AC) Escritor, orador y político romano.",MISCELÁNEA,EXISTIR,,
Todo número es cero ante el infinito.,Victor Hugo (1802-1885) Novelista francés.,ARTE,,,
El cambio es la única cosa inmutable.,Arthur Schopenhauer (1788-1860) Filósofo alemán.,CUALIDADES,INGENIO,,
"Donde truena un hecho, ten la certeza de que ha relampagueado una idea.",Ippolito Nievo (1831-1861) Escritor italiano.,SOCIEDAD,DINERO,RIQUEZA,
"La práctica debería ser producto de la reflexión, no al contrario.","Hermann Hesse (1877-1962) Escritor suizo, de origen alemán.",MISCELÁNEA,IGUALDAD,,
El tiempo es la imagen de la eternidad en movimiento.,Platón (427 AC-347 AC) Filósofo griego.,MISCELÁNEA,FANTASÍA,,
La guerra deja ardua herencia de guerras.,Guglielmo Ferrero (1871-1942) Periodista y escritor italiano.,MISCELÁNEA,VENTAJA,,
El que sabe vencerse en la victoria es dos veces vencedor.,Publio Siro (Siglo I AC-?) Poeta dramático romano.,SENTIMIENTOS,AMOR,,
Una memoria ejercitada es guía más valiosa que el genio y la sensibilidad.,Friedrich Schiller (1759-1805) Poeta y dramaturgo alemán,MISCELÁNEA,SIN CLASIFICAR,,
"La opinión pública, es la acción de los idiotas.","Julian Green (1900-1998) Escritor norteamericano, nacido en Francia.",SOCIEDAD,EDUCACIÓN,APRENDER,
"La verdad es como el agua filtrada, que no llega a los labios sino a través del cieno.",Mariano José de Larra (1809-1837) Escritor español.,PENSAMIENTO Y RAZÓN,DESEO,,
"A menos pensamiento, pensamiento más tiránico y absorbente.",Miguel de Unamuno (1864-1936) Filósofo y escritor español.,MISCELÁNEA,ACCIÓN,,
"Ni la contradicción es indicio de falsedad, ni la falta de contradicción es indicio de verdad.","Blaise Pascal (1623-1662) Científico, filósofo y escritor francés.",MISCELÁNEA,SUPERFLUO,,
"La verdad se asienta en un limitado ámbito; el error, empero, es inmenso.",Henry Saint-John (1678-1751) Estadista y escritor inglés.,MISCELÁNEA,EMPEZAR,,
La posesión de la riqueza tiene lazos invisibles en donde el corazón se enreda facilmente.,Jacques Benigne Bossuet (1627-1704) Clérigo católico francés y escritor.,MISCELÁNEA,PRISA,,
Jamás se descubriría nada si nos considerasemos satisfechos con las cosas descubiertas.,Séneca (2 AC-65) Filósofo latino.,CUALIDADES,RECTITUD,,
La moral descansa naturalmente en el sentimiento.,Anatole France (1844-1924) Escritor francés.,PENSAMIENTO Y RAZÓN,RAZÓN,,
Es inútil toda polémica si no hay esperanza de que resulte provechosa.,Juan Luis Vives (1492-1540) Humanista y filósofo español.,SOCIEDAD,GOBIERNO,,
Una sola piedra puede desmoronar un edificio.,Francisco de Quevedo (1580-1645) Escritor español.,SOCIEDAD,TRABAJO,,
No perdamos nada del pasado. Sólo con el pasado se forma el porvenir.,Anatole France (1844-1924) Escritor francés.,SOCIEDAD,DINERO,RIQUEZA,
Nada es constante en este mundo sino la inconstancia.,Jonathan Swift (1667-1745) Político y escritor irlandés.,SENTIMIENTOS,ESPERANZA,,
Quien no ha afrontado la adversidad no conoce su propia fuerza.,Benjamin Jonson (1572-1637) Dramaturgo inglés.,CUALIDADES,HEROÍSMO,,
El conocimiento es sólo una de las representaciones de la existencia.,"José Vasconcelos (1882-1959) Filósofo, educador y político mexicano.",TIEMPO,,,
Sólo en la actividad desearás vivir cien años.,Proverbio japonés,SENTIMIENTOS,ESPERANZA,,
"Las obras no se acaban, se abandonan.",Paul Valéry (1871-1945) Escritor francés.,SOCIEDAD,GUERRA,,
La existencia dividida por la razón deja siempre un resto.,Goethe (1749-1832) Poeta y dramaturgo alemán.,SENTIMIENTOS,GRATITUD,,
El arte es la perfección de la naturaleza. La naturaleza hizo un mundo y el arte otro.,Thomas Browne (1605-1682) Médico y ensayista inglés.,SOCIEDAD,FEMINISMO,,
El ingenio quizás es al talento lo que el instinto a la razón.,Jules Renard (1864-1910) Escritor y dramaturgo francés.,ARTE,LITERATURA,LIBROS,
"Muchos hablan sinceramente cuando dicen que desprecian las riquezas, pero se refieren a las riquezas que poseen los demás.",Charles Caleb Colton (1780-1832) Poeta inglés.,MISCELÁNEA,OLVIDAR,,
En todas las tierras el sol sale al amanecer.,George Herbert (1593-1633) Poeta religioso inglés.,ARTE,,,
La fantasía no es otra cosa que un modo de memoria emancipado del orden del tiempo.,Samuel Taylor Coleridge (1772-1834) Poeta inglés.,SOCIEDAD,MUJERES,,
"Después de saber cuándo debemos aprovechar una oportunidad, lo más importante es saber cuándo debemos renunciar a una ventaja.",Benjamin Disraeli (1804-1881) Estadista ingles.,NATURALEZA,VIDA,,
El amor es la única cosa de este mundo que no quiere más comprador que a sí mismo.,Friedrich Schiller (1759-1805) Poeta y dramaturgo alemán,CUALIDADES,VALOR,,
"Hay cosas que no tienen solución, y son las que más.",Mariano José de Larra (1809-1837) Escritor español.,MISCELÁNEA,CONCENTRACIÓN,,
El más largo aprendizaje de todas las artes es aprender a ver.,Jules Gouncourt (1830-1870) Novelista francés.,MISCELÁNEA,CONDECORACIÓN,,
¡Oh que aprisa piensa un vehemente deseo que no hay más que lo que piensa!,Pedro Calderón de la Barca (1600-1681) Dramaturgo y poeta español.,MISCELÁNEA,SIN CLASIFICAR,,
"En circunstancias especiales, el hecho debe ser más rápido que el pensamiento.",Hernán Cortés (1485-1547) Conquistador y descubridor español.,MISCELÁNEA,,,
No es tan dañoso oír lo superficial como dejar de oír lo necesario.,Quintiliano (35-96) Escritor hispanolatino.,MISCELÁNEA,FORTUNA,,
Nada tarda tanto como aquello que no se empieza.,Alain (1868-1951) Filósofo y ensayista francés.,SOCIEDAD,,,
Una de las grandes desventajas de la prisa es que lleva demasiado tiempo.,Gilbert Keith Chesterton (1874-1936) Escritor británico.,PENSAMIENTO Y RAZÓN,IDEAS,,
Sólo el hombre íntegro es capaz de confesar sus faltas y de reconocer sus errores.,Benjamin Franklin (1706-1790) Estadista y científico estadounidense.,MISCELÁNEA,ASAMBLEAS,,
"Todo cuanto hemos entendido, reflexionado y comparado está dispuesto para servir a la razón.",Juan Luis Vives (1492-1540) Humanista y filósofo español.,SOCIEDAD,CONDUCTA,,
El arte de un príncipe consiste en hacer el bien personalmente y el mal por segunda mano.,"Ángel Ganivet (1865-1898) Escritor, ensayista y narrador español.",CUALIDADES,HUMILDAD,,
"El trabajo es un título natural para la propiedad del fruto del mismo, y la legislación que no respete ese principio es intrínsecamente injusta.",Jaime Luciano Balmes (1810-1848) Filósofo y sacerdote español.,SENTIMIENTOS,,,
No desees y serás el hombre más rico del mundo.,Miguel de Cervantes (1547-1616) Escritor español.,MISCELÁNEA,,,
Todo hombre no vive más que por lo que espera.,Giovanni Papini (1881-1956) Escritor italiano.,ARTE,LITERATURA,LIBROS,
Aprendamos a esperar siempre sin esperanza; es el secreto del heroísmo.,Maurice Maeterlinck (1862-1949) Escritor belga.,MISCELÁNEA,VER,,
"Sin el tiempo, esa invención de Satanás, el mundo perdería la angustia de la espera y el consuelo de la esperanza.",Antonio Machado (1875-1939) Poeta y prosista español.,PENSAMIENTO Y RAZÓN,IDEAS,,
La esperanza es un gran falsificador.,Baltasar Gracián (1601-1658) Escritor español.,TIEMPO,VEJEZ,,
El supremo arte de la guerra es doblegar al enemigo sin luchar.,Sun Tzu (544 AC-496 AC) Escritor chino,MISCELÁNEA,DEBER,,
De bien nacidos es ser agradecidos.,Refrán,SOCIEDAD,POLÍTICA,DEMOCRACIA,
La sociedad no puede en justicia prohibir el ejercicio honrado de sus facultades a la mitad del género humano.,Concepción Arenal (1820-1893) Escritora y socióloga española.,DEFECTOS,NECEDAD,,
Estar a solas con un buen libro es ser capaz de comprenderte más a ti mismo.,Harold Bloom (1930-?) Crítico literario estadounidense.,SOCIEDAD,LEYES,JUSTICIA,
Un clavo saca otro clavo.,Refrán,SOCIEDAD,COSTUMBRE,,
El arte es uno de los medios de comunicación entre los hombres.,Leon Tolstoi (1828-1910) Escritor ruso.,CUALIDADES,HONOR,,
A todas las mujeres les encanta y les emociona recibir cartas.,Vicki Baum (1888-1960) Novelista estadounidense.,CUALIDADES,PERSUASIÓN,,
"La vida pasa y el ser, como la bellota, como el niño, o a veces como el adulto, no advierte ese movimiento, ni lo impulsa ni lo estorba.",Leon Tolstoi (1828-1910) Escritor ruso.,CIENCIAS,CONOCIMIENTO,,
"Es valiente el que teme lo que debe temerse, y no teme lo que no debe temerse.",Leon Tolstoi (1828-1910) Escritor ruso.,ARTE,LITERATURA,LECTURA,
"El gusto de la concentranción productora debe reemplazar, en un hombre ya maduro, al gusto de la desperdigación.","Charles Baudelaire (1821-1867) Escritor, poeta y crítico francés.",TIEMPO,VEJEZ,,
"Consentir que nos condecoren es reconocer al Estado o al principe el derecho de juzgarnos, ilustrarnos, etc.","Charles Baudelaire (1821-1867) Escritor, poeta y crítico francés.",MISCELÁNEA,ADULACIÓN,,
"Al hablar, como al guisar, su granito de sal.",Refrán,ARTE,LITERATURA,CITAS,
"Cual más cual menos, toda la lana es pelos.",Refrán,SOCIEDAD,CASTIGOS,,
"La fortuna no está hecha para los poltrones y para alcanzarla, antes que mantenerse bien sentado hay que correr tras ella.",Plutarco (50-125) Escritor griego.,SENTIMIENTOS,FELICIDAD,,
"La naturaleza ha hecho al hombre feliz y bueno, pero la sociedad lo deprava y lo hace miserable.",Jean Jacques Rousseau (1712-1778) Filósofo francés.,MISCELÁNEA,SILENCIO,,
"A la manera que el río hace sus propias riberas, así toda idea legítima hace sus propios caminos y conductos.",Emerson (1803-1882) Poeta y pensador estadounidense.,MISCELÁNEA,,,
A los empresarios les gustan las asambleas porque ellos las inventaron.,George Bernard Shaw (1856-1950) Escritor irlandés.,MISCELÁNEA,UNIVERSO,,
"A los que corren en un laberinto, su misma velocidad los confunde.",Séneca (2 AC-65) Filósofo latino.,SOCIEDAD,PROGRESO,,
"Apocarse es virtud, poder y humildad; dejarse apocar es vileza y delito.",Francisco de Quevedo (1580-1645) Escritor español.,DEFECTOS,VICIOS,,
Cada cual tiene la edad de sus emociones.,Anatole France (1844-1924) Escritor francés.,ARTE,LITERATURA,POESÍA,
Cada quien sabe lo que trae en su morral.,Juvenal (67-127) Poeta satírico romano.,SOCIEDAD,RELIGIÓN,,
Carecer de libros propios es el colmo de la miseria.,Benjamin Franklin (1706-1790) Estadista y científico estadounidense.,PENSAMIENTO Y RAZÓN,PENSAMIENTO,PENSAR,
"Ciertos hombres tienen el talento de ver mucho en todo. Pero les cabe la desgracia de ver todo lo que no hay, y nada de lo que hay.",Jaime Luciano Balmes (1810-1848) Filósofo y sacerdote español.,MISCELÁNEA,ERRAR,,
